rID,Generic_Case_ID,Generic_Offender_ID,Charge_Number,Sentence_Year,Race,Gender,Age_Group,Offense,Offense_Type,Homicide_Type,Offense_Severity_Group,Sentence_Type,Sentence_Imposed_Months,Sentence_Suspended_Months,Sentence_to_Serve_Months,Sentence_Probation_Months,VVCA_AMT,Fine_AMT,Restitution_AMT,Fine_Suspended_AMT
202,167698,4569396,10,2016,Black,M,22-30,Flee Law Enforcement Officer,Other,,M8,Incarceration,24,0,24,0,100,0,0,0
203,167698,4569396,11,2016,Black,M,22-30,Destruction of Property $1000 or More,Property,,M8,Incarceration,24,0,24,0,100,0,0,0
204,8378140,3065102,1,2016,Black,M,31-40,Murder II,Homicide,Murder II,M2,Incarceration,288,0,288,0,100,0,0,0
205,5965609,962959,1,2016,Black,M,18-21,Bail Reform Act -Felony,Other,,M9,Incarceration,12,0,12,0,100,0,0,0
206,9774116,962959,1,2016,Black,M,18-21,Assault W/I to Kill,Violent,,M3,Incarceration,24,0,24,0,100,0,0,0
207,9774116,962959,2,2016,Black,M,18-21,Contempt - Felony,Other,,M9,Incarceration,12,0,12,0,100,0,0,0
208,9774116,962959,3,2016,Black,M,18-21,Unlawful Possession of a Firearm (Fugitive from Justice),Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0
209,9774116,962959,6,2016,Black,M,18-21,Tampering With Physical Evidence,Other,,M9,Incarceration,12,0,12,0,100,0,0,0
210,8070011,1363217,1,2016,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,28,0,28,0,100,0,0,0
211,2658505,8028511,1,2016,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Short Split,12,12,1,12,100,0,0,0
212,7173377,343488,1,2016,Black,M,61-70,Distribution Of a Controlled Substance,Drug,,D3,Short Split,9,7,2,12,100,0,0,0
213,8421339,1868200,1,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,12,12,1,12,100,,,
214,3939430,5769217,1,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,18,18,0,18,150,0,0,0
215,8513236,9242087,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Short Split,18,12,6,9,100,0,0,0
216,17373,561828,1,2016,Black,M,61-70,Distribution Of a Controlled Substance,Drug,,D3,Incarceration,18,0,18,0,100,0,0,0
217,4523356,3735753,1,2016,Other or Unknown,M,,Conspiracy,Other,,M9,Probation,6,6,0,12,100,0,0,0
218,9586027,3906374,1,2016,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Probation,16,16,0,24,100,0,0,0
219,4596582,5727092,1,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,28,28,0,36,100,0,0,0
220,9878245,7579384,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,10,10,0,6,100,0,0,0
221,8988567,2202940,1,2016,Black,M,22-30,Burglary Two,Property,,M7,Long Split,24,12,12,24,100,0,0,0
222,6137601,4877626,1,2016,Black,M,51-60,Burglary Two,Property,,M7,Long Split,48,24,24,1,100,0,0,0
223,7982661,9610747,1,2016,Black,M,18-21,First Degree Child Sex Abuse,Sex,,M6,Probation,60,60,0,60,100,0,0,0
224,7290476,343488,1,2016,Black,M,61-70,Bail Reform Act -Felony,Other,,M9,Short Split,12,12,1,12,100,0,0,0
225,1226798,5709090,1,2016,Black,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Incarceration,24,0,24,0,100,0,0,0
226,466344,7378191,1,2016,Black,M,31-40,Cruelty to Animals,Other,,M9,Incarceration,7,0,7,0,100,0,0,0
227,2568911,2214541,1,2016,Black,M,31-40,Murder II,Homicide,Murder II,M2,Incarceration,120,0,120,36,200,0,0,0
228,5718603,96951,1,2016,Black,M,41-50,Flee Law Enforcement Officer,Other,,M8,Incarceration,22,0,22,0,100,0,0,0
229,5718603,96951,2,2016,Black,M,41-50,Destruction of Property $1000 or More,Property,,M8,Incarceration,22,0,22,0,100,0,0,0
230,2049054,7599876,1,2016,Other or Unknown,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,18,1,24,100,0,0,0
231,5793398,2964078,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,36,0,36,0,100,0,0,0
232,7917361,6988018,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,6,6,0,12,100,0,0,0
233,6511029,9560904,1,2016,Black,M,22-30,Distribution Of a Controlled Substance,Drug,,D3,Short Split,10,6,4,12,100,0,0,0
234,497350,7372405,1,2016,Black,M,22-30,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
235,497350,7372405,2,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
236,497350,7372405,3,2016,Black,M,22-30,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
237,497350,7372405,4,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
238,1815368,717311,5,2016,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0
239,8831969,2824387,3,2016,Black,M,18-21,Robbery,Violent,,M5,Incarceration,36,0,36,0,100,0,0,0
240,8831969,2824387,4,2016,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
241,8831969,2824387,5,2016,Black,M,18-21,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
242,8831969,2824387,6,2016,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
243,8831969,2824387,7,2016,Black,M,18-21,Unarmed Carjacking,Violent,,M5,Incarceration,120,0,120,0,100,0,0,0
244,8238315,3285120,1,2016,Black,M,51-60,Flee Law Enforcement Officer,Other,,M8,Probation,24,24,0,18,100,0,0,0
245,4446437,6204090,1,2016,Black,M,61-70,Assault w/Intent to Commit First Degree Sexual Abuse (Force),Violent,,M6,Long Split,180,108,72,60,100,0,0,0
246,138987,9891873,1,2016,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,276,0,276,0,100,0,0,0
247,270068,437487,1,2016,Black,M,51-60,Distribution Of a Controlled Substance,Drug,,D3,Probation,14,14,0,18,100,0,0,0
248,3676047,4023234,1,2016,Black,M,18-21,Robbery,Violent,,M6,Probation,48,48,0,36,100,0,0,0
249,2600647,5506109,5,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D1,Incarceration,65,0,65,0,100,0,0,0
250,2600647,5506109,6,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,42,0,42,0,100,0,0,0
251,2600647,5506109,7,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D1,Incarceration,65,0,65,0,100,0,0,0
252,2600647,5506109,8,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,42,0,42,0,100,0,0,0
253,2600647,5506109,9,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,36,0,36,0,100,0,0,0
254,2600647,5506109,10,2016,Black,M,22-30,Carrying a Pistol Without a License (Outside Home or Place of Business) 2014,Weapon,,M8,Incarceration,18,0,18,0,100,0,0,0
255,2711315,3808184,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,10,10,0,18,100,0,0,0
256,7897472,4496152,2,2016,Black,M,41-50,Kidnapping,Violent,,M5,Incarceration,72,0,72,0,100,0,0,0
257,6114505,6263913,1,2016,Black,F,18-21,Negligent Homicide -Felony,Other,,M7,Incarceration,17,0,17,0,100,0,0,0
258,238427,6145639,1,2016,Black,M,41-50,Receiving Stolen Property $1000 or More,Property,,M9,Short Split,18,18,1,24,100,0,450,0
259,5578482,9908270,1,2016,Black,M,22-30,Murder II,Homicide,Murder II,M2,Incarceration,216,0,216,0,100,0,0,0
260,5578482,9908270,2,2016,Black,M,22-30,Carrying Dangerous Weapon (Outside Home or Place of Business/Prior Felony) 2014,Weapon,,M8,Incarceration,24,0,24,0,100,0,0,0
261,752285,7315840,1,2016,Black,M,31-40,Aggravated Aslt Knowingly Grave Risk,Violent,,M8,Incarceration,20,0,20,0,100,0,0,0
262,752285,7315840,2,2016,Black,M,31-40,First Degree Sexual Abuse,Sex,,M2,Incarceration,180,0,180,0,100,0,0,0
263,752285,7315840,3,2016,Black,M,31-40,First Degree Sexual Abuse,Sex,,M2,Incarceration,180,0,180,0,100,0,0,0
264,752285,7315840,4,2016,Black,M,31-40,First Degree Sexual Abuse,Sex,,M2,Incarceration,180,0,180,0,100,0,0,0
265,9685649,8086977,5,2016,Black,M,18-21,Robbery,Violent,,M6,Short Split,18,18,1,12,100,0,0,0
266,5439809,9891873,1,2016,Black,M,22-30,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
267,4433418,9019896,1,2016,Black,F,31-40,Robbery,Violent,,M5,Incarceration,48,0,48,0,100,0,0,0
268,3617497,4454443,2,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D4,Probation,18,18,0,12,100,0,0,0
269,4360395,2358120,1,2016,Other or Unknown,M,18-21,Poss W/I to Dist a Controlled Substance,Drug,,D4,Incarceration,14,0,14,0,100,0,0,0
270,178045,2163423,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D4,Probation,10,10,0,18,100,0,0,0
271,1024918,8493444,9,2016,Black,M,18-21,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
272,1024918,8493444,11,2016,Black,M,18-21,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,22,0,22,0,100,0,0,0
273,7433230,2247531,1,2016,Black,M,18-21,Aggravated Assault Knowingly,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
274,5449228,6380416,1,2016,Black,F,31-40,Robbery,Violent,,M6,Incarceration,48,0,48,0,100,0,0,0
275,1971617,8631833,1,2016,Black,M,31-40,Distribution Of a Controlled Substance,Drug,,D3,Short Split,18,15,3,24,100,0,0,0
276,8948511,9967308,3,2016,White,M,31-40,Second Degree Sexual Abuse of a Patient or Client,Sex,,M8,Long Split,20,10,10,60,300,0,0,0
277,8948511,9967308,5,2016,White,M,31-40,Second Degree Sexual Abuse of a Patient or Client,Sex,,M8,Long Split,30,15,15,0,100,0,0,0
278,8948511,9967308,10,2016,White,M,31-40,Second Degree Sexual Abuse of a Patient or Client,Sex,,M8,Long Split,36,16,20,0,100,0,0,0
279,9507229,3426526,1,2016,Black,M,51-60,Burglary Two,Property,,M7,Incarceration,30,0,30,0,100,0,0,0
280,2086,4993635,1,2016,Black,M,31-40,First Degree Child Sex Abuse,Sex,,M3,Incarceration,132,0,132,0,100,0,0,0
281,8349928,3858838,1,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Short Split,18,18,1,18,100,0,0,0
282,5149515,2315710,2,2016,Black,F,22-30,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,18,1,24,100,0,1504.85,0
283,5149515,2315710,3,2016,Black,F,22-30,Assault with Significant Bodily Injury,Violent,,M8,Short Split,6,6,1,24,100,0,0,0
284,1695512,2133468,3,2016,Black,F,22-30,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,18,1,18,100,0,1504.85,0
285,898363,9118064,12,2016,Black,M,22-30,First Degree Sexual Abuse,Sex,,M2,Incarceration,228,0,228,0,100,0,0,0
286,898363,9118064,25,2016,Black,M,31-40,Robbery,Violent,,M5,Incarceration,120,0,120,0,100,0,0,0
287,898363,9118064,27,2016,Black,M,31-40,First Degree Sexual Abuse,Sex,,M2,Incarceration,228,0,228,0,100,0,0,0
288,898363,9118064,36,2016,Black,M,31-40,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,72,0,72,0,100,0,0,0
289,1211622,4208668,1,2016,Black,M,18-21,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,120,0,120,0,100,0,0,0
290,1211622,4208668,3,2016,Black,M,18-21,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,Weapon,,M8,Incarceration,12,0,12,0,100,0,0,0
291,4806625,6539993,1,2016,Black,M,61-70,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,12,6,18,100,0,0,0
292,4079923,2711162,1,2016,Black,M,22-30,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,12,12,0,9,100,0,0,0
293,971872,9739613,1,2016,Black,M,22-30,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M3,Incarceration,132,0,132,0,100,0,0,0
294,4051669,5314123,2,2016,Black,M,51-60,Unauthorized Use of A Vehicle,Property,,M8,Probation,20,20,0,18,150,0,0,0
295,3314787,389259,6,2016,Other or Unknown,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,24,0,24,0,100,0,0,0
296,3314787,389259,10,2016,Other or Unknown,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,20,18,2,36,100,0,0,0
297,3314787,389259,14,2016,Other or Unknown,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,20,18,2,36,100,0,0,0
298,3314787,389259,22,2016,Other or Unknown,M,31-40,Distribution Of a Controlled Substance,Drug,,D2,Short Split,20,18,2,36,100,0,0,0
299,6761490,4757339,3,2016,Black,M,22-30,Robbery,Violent,,M5,Incarceration,120,0,120,0,100,0,0,0
300,6761490,4757339,4,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,36,0,36,0,100,0,0,0
301,6761490,4757339,5,2016,Black,M,22-30,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
302,6761490,4757339,6,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
303,6761490,4757339,7,2016,Black,M,22-30,Unarmed Carjacking,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
304,6986473,3433938,11,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,150,0,0,0
305,6986473,3433938,12,2016,Black,M,22-30,Robbery,Violent,,M6,Incarceration,24,0,24,0,150,0,0,0
306,5901854,5663688,1,2016,Black,M,18-21,Burglary Two,Property,,M7,Incarceration,24,0,24,0,100,0,0,0
307,8088553,565377,2,2016,Other or Unknown,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,6,6,1,12,100,0,0,0
308,4275849,4768837,1,2016,Black,M,18-21,Burglary Two,Property,,M7,Incarceration,24,0,24,0,100,0,0,0
309,4275849,4768837,2,2016,Black,M,18-21,Theft First Degree,Property,,M8,Incarceration,14,0,14,0,100,0,0,0
310,3253130,246781,1,2016,Other or Unknown,M,61-70,Distribution Of a Controlled Substance,Drug,,D2,Incarceration,18,0,18,0,100,0,0,0
311,1869136,96866,1,2016,Black,M,61-70,Perjury,Other,,M8,Probation,6,6,0,9,100,0,0,0
312,1869136,96866,2,2016,Black,M,61-70,Obstruction Justice (Due Administration),Other,,M5,Probation,36,36,0,9,100,0,0,0
313,887340,4312265,1,2016,Black,M,22-30,Attempt to Commit Robbery,Violent,,M8,Incarceration,1,0,1,0,100,0,0,0
314,8807391,7383829,1,2016,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,12,0,12,0,100,0,0,0
315,3349130,5495133,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M8,Probation,10,10,0,12,100,0,0,0
316,8648097,2618711,1,2016,Black,M,51-60,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,14,0,14,24,100,0,0,0
317,9522072,9560904,1,2016,Black,M,22-30,Receiving Stolen Property $1000 or More,Property,,M9,Incarceration,3,0,3,0,100,0,0,0
318,6623095,1505954,2,2016,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,14,14,0,12,100,0,0,0
319,6337013,4593925,1,2016,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D3,Short Split,17,11,6,24,100,0,0,0
320,8051547,9486562,1,2016,Black,M,31-40,Poss W/I to Dist a Controlled Substance,Drug,,D1,Probation,42,42,0,24,100,0,0,0
321,8051547,9486562,2,2016,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
322,8051547,9486562,3,2016,Black,M,31-40,Carry Pistol W/O Lic -Outside Home/Business,Weapon,,M8,Probation,18,18,0,24,100,0,0,0
323,8051547,9486562,4,2016,Black,M,31-40,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,24,12,12,24,100,0,0,0
324,8051547,9486562,7,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,12,12,0,24,100,0,0,0
325,7928022,7680952,2,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Long Split,24,12,12,12,100,0,0,0
326,8950157,3929925,2,2016,Black,M,18-21,Murder II,Homicide,Murder II,M2,Incarceration,312,0,312,0,100,0,0,0
327,3500593,7439447,1,2016,Black,M,22-30,Robbery,Violent,,M6,Incarceration,24,0,24,0,100,0,0,0
328,3500593,7439447,2,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
329,8371118,6121716,2,2016,Black,M,61-70,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,30,0,30,0,100,0,0,0
330,7587823,4238084,1,2016,Black,M,31-40,Robbery,Violent,,M6,Long Split,60,34,26,24,100,0,0,0
331,7587823,4238084,2,2016,Black,M,31-40,Robbery,Violent,,M6,Long Split,60,34,26,24,100,0,0,0
332,3420092,4301533,1,2016,Black,M,22-30,Robbery,Violent,,M8,Long Split,18,6,12,12,100,0,0,0
333,3420092,4301533,3,2016,Black,M,22-30,Robbery,Violent,,M8,Long Split,18,6,12,12,100,0,0,0
334,8727673,1110851,1,2016,Black,M,41-50,Attempt to Commit Robbery,Violent,,M8,Incarceration,16,0,16,0,100,0,0,0
335,6507574,9444783,1,2016,Black,M,31-40,Theft First Degree,Property,,M8,Short Split,20,20,1,24,100,0,0,0
336,9940120,9599802,1,2016,Black,M,18-21,Conspiracy,Other,,M9,Incarceration,3,0,3,0,100,0,0,0
337,9940120,9599802,2,2016,Black,M,18-21,Robbery,Violent,,M5,Long Split,48,36,12,36,100,0,0,0
338,9940120,9599802,3,2016,Black,M,18-21,Assault with Significant Bodily Injury,Violent,,M6,Probation,36,36,0,36,100,0,0,0
339,1568448,9385731,2,2016,Black,M,22-30,Threat to Kidnap or Injure a Person,Violent,,M8,Short Split,12,12,1,24,100,0,0,0
340,7065386,5506079,1,2016,Black,F,41-50,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,Weapon,,M8,Probation,9,9,0,12,100,0,0,0
341,7065386,5506079,4,2016,Black,F,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,0,0,0
342,5038473,7375649,2,2016,Black,M,51-60,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,30,30,0,36,100,0,0,0
343,2901723,3348033,2,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Short Split,24,18,6,36,100,0,0,0
344,4876614,7946032,1,2016,Black,M,22-30,Assault with Significant Bodily Injury,Violent,,M8,Probation,20,20,0,18,100,0,0,0
345,1369098,8132778,1,2016,Black,M,18-21,Robbery,Violent,,M8,Incarceration,12,0,12,0,100,0,0,0
346,9574766,31243,1,2016,Black,F,51-60,Robbery,Violent,,M6,Incarceration,30,0,30,0,100,0,0,0
347,9574766,31243,5,2016,Black,F,51-60,Credit Card Fraud-Fel,Other,,M9,Incarceration,5,0,5,0,100,0,0,0
348,9574766,31243,10,2016,Black,F,51-60,Receiving Stolen Property $1000 or More,Property,,M9,Incarceration,5,0,5,0,100,0,0,0
349,9574766,31243,19,2016,Black,F,51-60,First Degree Identity Theft,Property,,M8,Incarceration,5,0,5,0,100,0,0,0
350,764387,6351672,5,2016,Black,M,61-70,Contempt - Felony,Other,,M9,Incarceration,12,0,12,0,100,0,0,0
351,764387,6351672,7,2016,Black,M,61-70,Contempt - Felony,Other,,M9,Incarceration,12,0,12,0,100,0,0,0
352,8278808,3906727,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,12,12,0,18,150,0,0,0
353,3788401,9787081,1,2016,Black,M,41-50,Distribution Of a Controlled Substance,Drug,,D3,Short Split,36,36,1,24,100,0,0,0
354,7005252,4248622,1,2016,White,M,31-40,Carrying A Rifle or Shotgun (Outside Home or Place of Business),Weapon,,M8,Short Split,6,6,1,9,100,0,0,0
355,6856567,585660,1,2016,Black,M,22-30,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,12,12,0,12,100,0,0,0
356,4398777,498192,1,2016,Black,M,31-40,Assault W/I to Kill,Violent,,M3,Incarceration,120,0,120,0,100,0,0,0
357,4398777,498192,2,2016,Black,M,31-40,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
358,5698518,2574750,1,2016,Black,M,18-21,Conspiracy to Commit a Crime of Violence,Other,,M7,Incarceration,36,0,36,0,100,0,0,0
359,7145943,7512383,1,2016,Black,M,18-21,Conspiracy to Commit a Crime of Violence,Other,,M7,Short Split,42,36,6,36,100,0,0,0
360,7145943,7512383,2,2016,Black,M,18-21,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
361,2684216,1818723,3,2016,Black,M,18-21,Unauthorized Use of A Vehicle - Crime of Violence,Property,,M7,Incarceration,1,0,1,0,100,0,0,0
362,2684216,1818723,5,2016,Black,M,18-21,Armed Carjacking,Violent,,M3,Incarceration,180,0,180,0,100,0,0,0
363,2684216,1818723,6,2016,Black,M,18-21,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,60,0,60,0,100,0,0,0
364,1796161,9961135,1,2016,White,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,0,0,0
365,1796161,9961135,3,2016,White,M,41-50,Poss W/I to Dist a Controlled Substance,Drug,,D3,Probation,6,6,0,12,100,0,0,0
366,5579174,4024586,1,2016,Black,M,22-30,Poss W/I to Dist a Controlled Substance,Drug,,D2,Probation,12,12,0,12,100,0,0,0
367,3156529,8139822,1,2016,Black,M,22-30,Second Degree Insurance Fraud,Property,,M9,Probation,16,16,0,18,100,0,1438.25,0
368,6941899,685584,2,2016,Asian,M,31-40,Second Degree Sex Abuse- Incompetent,Sex,,M7,Incarceration,18,0,18,0,100,0,0,0
369,9834620,9795762,1,2016,Black,M,31-40,Unlawful Possession of Liquid PCP,Drug,,D3,Probation,10,10,0,12,100,0,0,0
370,9404950,1862685,1,2016,Black,F,18-21,Assault With A Dangerous Weapon,Violent,,M8,Probation,6,6,0,12,100,0,0,0
371,8941695,3737611,1,2016,Black,M,18-21,Conspiracy to Commit a Crime of Violence,Other,,M7,Long Split,42,18,24,24,100,0,0,0
372,8941695,3737611,2,2016,Black,M,18-21,Robbery,Violent,,M5,Incarceration,60,0,60,0,100,0,0,0
373,2674006,2768121,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Short Split,18,12,6,1,100,0,0,0
374,2674006,2768121,2,2016,Black,M,22-30,Assault On A Police Officer,Violent,,M5,Incarceration,36,0,36,0,100,0,0,0
375,1643085,3224095,1,2016,Black,F,41-50,Assault With A Dangerous Weapon,Violent,,M6,Probation,18,18,0,18,100,0,0,0
376,6595328,6483361,1,2016,Black,M,31-40,Voluntary Manslaughter,Homicide,Voluntary Manslaughter,M4,Incarceration,96,0,96,0,100,0,0,0
377,8517513,796235,5,2016,Black,M,18-21,Robbery,Violent,,M6,Incarceration,60,0,60,0,100,0,0,0
378,8519066,4145161,1,2016,Black,M,22-30,Pandering,Sex,,M9,Probation,4,4,0,9,100,0,0,0
379,3325351,8161989,1,2016,Black,M,22-30,Assault With A Dangerous Weapon,Violent,,M6,Incarceration,48,0,48,0,100,0,0,0
380,3325351,8161989,2,2016,Black,M,22-30,Poss Firearm During Crime of Violence,Weapon,,M5,Incarceration,72,0,72,0,100,0,0,0
381,3325351,8161989,3,2016,Black,M,22-30,Unlawful Possession of a Firearm (Prior Conviction),Weapon,,M7,Incarceration,36,0,36,0,100,0,0,0
